image_id,tp,fp_phantom,fp_overlap,fn
_332_jpg.rf.698f60ea78b3bd5df49a1e879dcc84d4.jpg,1,0,0,0
423_jpg.rf.ae57eacde987fbffef3f34513eda626a.jpg,1,0,0,0
_538_jpg.rf.f87be215541d64aeb4c2e1edfc08dec4.jpg,0,0,0,1
_717_jpg.rf.566a7fb98204fc0bf733a5a2681ea97e.jpg,1,0,0,0
_138_jpg.rf.f15cb6c1908c4504399caffee6cb1e36.jpg,1,0,0,0
photo_2023-04-06_09-07-55_jpg.rf.2645bf88db9d4a969ae1baee237f7dac.jpg,1,1,0,0
closed_eye_2146-jpg_face_1_jpg.rf.c5957ab6e430ea850ae928aad0b71773.jpg,1,1,0,0
image__15399_jpg.rf.9329ace7dbed82d7b150355fbed12927.jpg,1,0,1,1
187_jpg.rf.b742906e2ad66b8289ef61f7047bdf24.jpg,2,1,0,0
126229661_1_jpg.rf.dd53c4346b3fd4ad2564ee835b174354.jpg,0,0,0,6
_73_jpg.rf.0f4ce5fcc0da846441a41d3ffe9e416b.jpg,0,0,1,1
